transaction_id,amount,transaction_type,location,time_of_day,is_fraud
7809,257.6953472089614,in-person,US,evening,0
7810,21.888602822899735,in-person,CA,night,0
7811,223.86692842691045,in-person,UK,evening,0
7812,57.459175105960576,online,US,afternoon,0
7813,104.29154169341147,in-person,UK,evening,0
7814,432.0766117277947,online,UK,night,0
7815,230.68845249077094,in-person,IN,afternoon,0
7816,516.429932646898,online,UK,afternoon,0
7817,254.24025950393317,in-person,CA,evening,0
7818,940.5967638018446,in-person,CA,morning,0
7819,906.0380239583383,online,US,night,1
7820,567.2392989054556,online,UK,afternoon,0
7821,355.06956799539876,in-person,CA,morning,0
7822,381.7657351527008,online,CA,evening,0
7823,412.44043086135247,in-person,CA,evening,0
7824,727.8517428128091,online,US,evening,0
7825,452.18735652331907,online,CA,evening,0
7826,856.8732165593915,in-person,UK,night,0
7827,944.1506911444342,in-person,CA,afternoon,0
7828,336.6102072255549,online,CA,night,0
7829,561.1337868943044,online,US,afternoon,0
7830,95.96148029573186,online,UK,morning,0
7831,201.26857871859264,online,CA,morning,0
7832,414.05230094344995,in-person,UK,afternoon,0
7833,206.99651318587706,in-person,UK,evening,0
7834,876.6839302979289,online,CA,morning,0
7835,159.12796980303898,in-person,US,night,0
7836,456.20516073153885,online,UK,afternoon,0
7837,606.0935412194158,online,IN,morning,0
7838,692.1720442526836,online,CA,afternoon,0
7839,383.68630035678024,in-person,UK,evening,0
7840,869.2299696560038,online,UK,afternoon,0
7841,568.7508319268476,in-person,UK,morning,0
7842,440.0682726671042,in-person,CA,afternoon,0
7843,68.17339341798458,online,IN,morning,0
7844,465.22477897671985,in-person,UK,morning,0
7845,820.9151049749145,online,UK,morning,0
7846,614.9264772030941,online,US,night,0
7847,832.3302912753892,in-person,CA,evening,0
7848,494.51765892870634,online,CA,evening,0
7849,119.34324338938735,in-person,UK,afternoon,0
7850,14.62620599004519,in-person,US,afternoon,0
7851,303.9163271718726,in-person,UK,morning,0
7852,698.2924810262947,online,UK,evening,0
7853,790.4696440377521,in-person,CA,afternoon,0
7854,296.4570817857091,online,US,afternoon,0
7855,496.1582669623639,online,UK,evening,0
7856,421.69778552964755,in-person,CA,morning,0
7857,411.1122615670764,in-person,UK,afternoon,1
7858,232.11736448695035,online,UK,morning,0
7859,137.23473392442892,in-person,US,evening,0
7860,197.4918696729819,in-person,US,evening,0
7861,56.27705477618275,in-person,US,afternoon,0
7862,198.93261108175346,online,UK,afternoon,0
7863,10.191696727754076,in-person,IN,evening,0
7864,627.6311422353423,online,US,morning,0
7865,317.0590319802952,online,IN,morning,0
7866,973.1715667154817,in-person,IN,night,0
7867,194.52333372552155,in-person,IN,evening,0
7868,346.48274173928434,online,CA,afternoon,0
7869,358.48331748289166,online,UK,evening,0
7870,9.443044566398079,in-person,US,afternoon,1
7871,839.3687450864195,online,UK,morning,0
7872,32.962465684180394,in-person,UK,afternoon,0
7873,940.2396548945121,online,CA,night,0
7874,892.182276742527,in-person,CA,morning,0
7875,535.9863941698776,online,CA,night,0
7876,544.0519793363808,in-person,UK,evening,0
7877,654.1241450332002,in-person,IN,afternoon,0
7878,387.6629619229521,online,UK,morning,0
7879,647.5750611144576,in-person,CA,afternoon,0
7880,45.723620299798384,online,UK,night,0
7881,54.99357972237684,online,CA,morning,0
7882,457.77318919992484,online,CA,night,0
7883,550.072678804929,online,US,morning,0
7884,887.9298226954832,in-person,IN,evening,0
7885,105.55597327398837,online,CA,evening,0
7886,822.8252792666955,online,US,afternoon,0
7887,210.83728995477753,online,IN,night,0
7888,394.68956486152183,in-person,CA,night,0
7889,317.2858323925855,online,IN,morning,0
7890,400.75511759253357,in-person,IN,evening,0
7891,151.34500257451296,in-person,UK,afternoon,0
7892,504.06650432915137,online,US,evening,0
7893,801.8409472415359,in-person,IN,night,0
7894,442.092476368518,online,UK,afternoon,0
7895,491.1229623223009,in-person,IN,evening,0
7896,848.9188176960329,in-person,UK,evening,0
7897,706.3520565233928,online,CA,morning,0
7898,490.9639541112649,in-person,CA,morning,1
7899,258.43795254099047,online,UK,night,1
7900,885.0418200981217,in-person,CA,evening,0
7901,577.4433812888678,online,CA,morning,0
7902,221.9264625005827,online,CA,evening,0
7903,269.85063288537236,online,IN,afternoon,0
7904,803.3299558473096,online,UK,evening,0
7905,45.101416525368,in-person,US,evening,0
7906,992.1000948417912,online,US,night,0
7907,131.221328035077,online,UK,afternoon,0
7908,796.2724568715405,online,IN,afternoon,0
7909,395.38054145491117,online,CA,morning,0
7910,492.7239671041794,in-person,CA,afternoon,0
7911,880.7699268871133,online,IN,night,0
7912,413.49827839962404,in-person,US,morning,0
7913,537.9562599195613,online,UK,evening,0
7914,50.25036274676077,online,UK,afternoon,0
7915,3.3451263935857005,online,IN,evening,0
7916,245.55507312872416,online,CA,morning,0
7917,680.9025098258485,online,CA,afternoon,0
7918,122.14362846577757,online,CA,morning,0
7919,114.64819684574488,in-person,UK,morning,0
7920,411.5496474278674,in-person,US,afternoon,0
7921,648.1892015696183,online,UK,afternoon,0
7922,712.3599202556826,online,IN,morning,0
7923,179.2722234242764,online,UK,night,0
7924,80.5085592246704,in-person,IN,afternoon,0
7925,940.4566369115986,online,UK,morning,0
7926,261.40571617953964,in-person,US,evening,0
7927,853.4931511111151,in-person,IN,evening,0
7928,863.6279590123554,in-person,CA,afternoon,0
7929,772.7500691707819,in-person,CA,afternoon,0
7930,169.6647730459175,in-person,UK,evening,1
7931,821.9796577949461,online,UK,morning,0
7932,769.4813086823451,in-person,US,morning,0
7933,597.1262671161109,in-person,US,morning,0
7934,337.8648331337838,online,CA,night,0
7935,263.2460956622776,online,UK,afternoon,0
7936,122.76732286827861,in-person,IN,night,0
7937,510.2473098339705,online,US,night,0
7938,585.6756146343366,online,IN,night,0
7939,359.97965152527144,online,IN,night,1
7940,475.8837086131877,in-person,US,morning,0
7941,364.1509429118974,in-person,UK,afternoon,0
7942,641.3650512633806,online,IN,afternoon,0
7943,901.3579485887667,online,UK,night,0
7944,164.75634178489793,in-person,IN,afternoon,0
7945,382.0274010932203,in-person,UK,evening,0
7946,141.72773534691046,online,UK,morning,0
7947,625.3188266374242,in-person,UK,afternoon,0
7948,729.1416389791071,in-person,UK,morning,0
7949,931.9808198648584,online,US,evening,0
7950,279.59305433470394,online,IN,morning,0
7951,950.2609946595647,in-person,UK,evening,0
7952,64.19940914885413,in-person,CA,night,0
7953,603.4108495012235,in-person,IN,afternoon,0
7954,58.075586623986645,online,IN,night,0
7955,893.8804135741829,online,UK,afternoon,0
7956,530.279248012984,online,IN,night,0
7957,669.6790024120332,online,CA,evening,0
7958,831.7423519845421,in-person,CA,afternoon,0
7959,151.1603118614848,online,CA,night,0
7960,39.55297037619571,online,IN,morning,0
7961,879.0022647669393,in-person,IN,morning,0
7962,315.61829423147356,online,UK,night,0
7963,129.8499290192381,in-person,IN,evening,0
7964,468.9927758499995,online,IN,night,0
7965,598.7077696203228,in-person,UK,morning,1
7966,31.939632819087613,in-person,CA,afternoon,0
7967,275.62076259883065,in-person,UK,afternoon,0
7968,33.767074402619116,online,US,night,0
7969,420.91505380630343,in-person,IN,afternoon,0
7970,895.2049290371781,online,IN,morning,0
7971,982.6697590820756,online,US,afternoon,0
7972,637.4105059501239,online,US,night,0
7973,162.47605609080722,online,US,night,0
7974,905.9435406093064,online,UK,night,0
7975,516.7315753768604,online,CA,morning,0
7976,154.59556279081517,in-person,UK,evening,0
7977,921.8049427822098,in-person,US,afternoon,0
7978,757.7115816723799,online,UK,night,0
7979,731.9735674504284,online,IN,evening,0
7980,709.4715230906103,online,UK,night,0
7981,201.13948127534587,online,US,night,0
7982,211.79568501581855,online,IN,morning,0
7983,688.6047054288277,in-person,CA,morning,0
7984,220.5030273602865,in-person,UK,evening,0
7985,439.2330251062458,online,UK,night,0
7986,782.2198237683474,online,US,afternoon,0
7987,784.1685655797431,in-person,CA,afternoon,0
7988,453.8085107533338,online,IN,afternoon,0
7989,792.3977483369698,online,US,evening,0
7990,838.7831744018587,online,US,morning,0
7991,655.120975532976,in-person,UK,evening,0
7992,229.19742645611174,in-person,CA,morning,0
7993,274.737768605162,online,US,afternoon,0
7994,315.52631425332663,in-person,UK,afternoon,0
7995,117.68730362621805,in-person,IN,morning,0
7996,273.8864607495752,online,US,afternoon,0
7997,210.30970508821957,in-person,IN,evening,0
7998,455.87342105879355,in-person,IN,morning,0
7999,908.5291103243927,in-person,UK,afternoon,0
8000,105.37583643720413,in-person,CA,night,0
8001,720.5476560234482,in-person,IN,afternoon,0
8002,687.5957214087146,in-person,US,night,0
8003,96.6584444646943,online,CA,afternoon,0
8004,922.6498325008943,online,CA,night,0
8005,568.9037299546628,online,UK,afternoon,0
8006,364.36179561454856,in-person,US,night,1
8007,756.7820449118113,online,US,morning,0
8008,258.1080929432324,in-person,UK,morning,0
8009,693.816327209274,in-person,UK,night,0
8010,40.67149636467497,online,CA,afternoon,0
8011,839.5686295716627,in-person,IN,evening,0
8012,448.7226761742972,online,IN,evening,0
8013,637.0562214435838,in-person,IN,evening,0
8014,222.016581986877,online,IN,evening,0
8015,677.3966389457895,online,US,night,0
8016,772.4680356173833,online,US,morning,0
8017,473.73997369751436,online,UK,morning,0
8018,618.1091971377325,in-person,UK,evening,0
8019,456.86959789857616,online,IN,morning,0
8020,894.1972778885877,in-person,UK,night,0
8021,498.37131133380484,online,US,evening,0
8022,841.96690031979,online,IN,night,0
8023,801.5507062119783,online,IN,night,0
8024,411.0943165270082,in-person,US,afternoon,0
8025,230.85440736561756,online,CA,night,0
8026,406.67605042721124,online,IN,afternoon,0
8027,826.391158399445,in-person,UK,evening,0
8028,228.40490328357296,online,CA,night,0
8029,524.9119095118916,in-person,US,morning,0
8030,806.2906512127868,online,CA,evening,0
8031,354.1239976532504,online,CA,night,0
8032,642.5674273656947,online,IN,night,0
8033,246.3859424747657,in-person,CA,morning,0
8034,110.17016592279177,online,UK,afternoon,0
8035,794.5898408677634,online,IN,night,0
8036,99.86965478529812,online,US,night,0
8037,272.110013684505,in-person,UK,morning,0
8038,855.2543125754427,in-person,IN,evening,0
8039,347.12281779158855,in-person,CA,night,0
8040,973.072304164647,in-person,UK,afternoon,0
8041,979.7546004390858,in-person,IN,afternoon,0
8042,269.00774443310314,in-person,IN,morning,0
8043,41.93724402764056,online,US,afternoon,0
8044,705.3582209211737,online,IN,night,0
8045,451.5355161456954,online,US,afternoon,0
8046,101.65209111561671,online,CA,night,0
8047,707.8152961590648,online,IN,morning,0
8048,32.1437342028093,in-person,IN,afternoon,0
8049,870.3264938017498,in-person,CA,night,0
8050,139.51387658419043,in-person,IN,evening,0
8051,128.18456686797828,online,IN,night,0
8052,176.49662567061594,in-person,UK,night,0
8053,960.3060921335745,online,US,morning,0
8054,693.4761908935922,in-person,IN,night,0
8055,801.5701639281731,online,IN,morning,0
8056,398.2373507470203,in-person,US,night,0
8057,336.9764147774506,online,UK,night,0
8058,235.24952277638678,in-person,US,night,0
8059,481.1673802840965,online,IN,morning,0
8060,552.2769048006344,in-person,CA,night,0
8061,632.1430688091026,online,CA,morning,0
8062,257.8613854946958,online,UK,evening,0
8063,948.7054268220877,online,UK,morning,0
8064,170.5887397089287,online,IN,evening,0
8065,965.6875215916459,in-person,UK,morning,0
8066,15.841266384996285,in-person,IN,morning,0
8067,481.64456612502875,in-person,CA,night,0
8068,334.03447027844624,online,UK,afternoon,0
8069,449.6742905163205,in-person,IN,afternoon,0
8070,571.0939144018082,online,US,night,0
8071,436.15356885469635,in-person,UK,evening,0
8072,415.4320034512934,online,IN,night,0
8073,732.9906919978932,in-person,IN,afternoon,0
8074,686.1903988113781,online,US,morning,0
8075,833.438010753812,online,CA,night,0
8076,250.70902225825606,in-person,US,evening,0
8077,609.9189812443095,in-person,IN,night,0
8078,585.609590607461,in-person,US,afternoon,0
8079,370.36807306181606,online,US,morning,0
8080,486.57148436077824,online,IN,afternoon,0
8081,314.468361162423,online,CA,afternoon,0
8082,142.7025532193682,in-person,US,afternoon,0
8083,214.5874094520701,online,US,afternoon,0
8084,106.4081327547999,in-person,UK,morning,0
8085,683.386505614934,online,UK,afternoon,0
8086,661.0666657160424,in-person,IN,evening,0
8087,950.6557652082929,online,IN,evening,0
8088,729.948735233594,online,IN,afternoon,0
8089,52.993792917375316,in-person,UK,evening,0
8090,884.3609287550253,online,IN,afternoon,0
8091,862.8124877827801,online,US,morning,1
8092,443.877000451926,in-person,US,morning,0
8093,586.2771874773936,online,CA,evening,0
8094,976.1022541400463,in-person,IN,evening,0
8095,532.7720594843181,in-person,US,afternoon,0
8096,905.4165065477137,online,US,night,0
8097,83.95571905237625,online,CA,afternoon,0
8098,191.86081683997418,online,US,afternoon,0
8099,441.3141884978765,in-person,CA,morning,0
8100,585.1720515289674,online,CA,night,0
8101,816.4116240109374,in-person,UK,night,0
8102,988.2738530280436,online,US,afternoon,0
8103,389.4626449776423,online,UK,morning,0
8104,48.36822050394484,in-person,US,evening,1
8105,801.3703317920294,online,UK,morning,0
8106,604.7763383637252,online,CA,evening,0
8107,199.34431600933345,online,CA,morning,0
8108,495.33362816479877,online,CA,night,0
8109,742.5679352881906,online,CA,morning,0
8110,770.6413752815752,in-person,US,afternoon,0
8111,500.1187935867632,online,IN,evening,0
8112,305.90931559873025,in-person,US,morning,0
8113,973.768839456455,online,UK,morning,0
8114,663.6992483455364,online,US,evening,1
8115,408.8292818269524,in-person,US,morning,0
8116,281.18276098044777,online,UK,evening,0
8117,731.3718800205586,online,CA,night,0
8118,242.94126214817393,in-person,UK,evening,0
8119,172.53827898471448,in-person,UK,evening,0
8120,530.3040550731082,online,IN,night,0
8121,290.69740525149774,in-person,IN,morning,0
8122,629.2762397786914,in-person,CA,morning,0
8123,118.82073619935925,in-person,UK,night,0
8124,655.2861634627543,in-person,UK,afternoon,0
8125,284.0132314697045,online,UK,evening,0
8126,1.2426915000782188,online,US,morning,0
8127,127.8091216165022,in-person,IN,morning,0
8128,933.681762457259,online,IN,evening,0
8129,867.4872844762425,in-person,CA,evening,0
8130,234.3754230042006,online,IN,evening,0
8131,778.5935326409457,online,IN,afternoon,0
8132,608.9630215808003,in-person,CA,night,0
8133,970.9338067384195,in-person,UK,afternoon,0
8134,374.23205387452504,online,US,afternoon,0
8135,681.7791519046541,online,CA,evening,0
8136,64.47218670149466,online,IN,night,0
8137,396.85109946958954,in-person,CA,morning,0
8138,963.8538435269923,online,IN,evening,0
8139,539.4418935756704,in-person,UK,night,0
8140,288.5916238315097,in-person,UK,morning,0
8141,121.15069216547825,in-person,UK,afternoon,0
8142,703.824811841349,online,IN,night,0
8143,645.2111873862971,in-person,CA,afternoon,0
8144,374.56477489017084,online,IN,afternoon,0
8145,950.9904105139684,in-person,UK,night,0
8146,23.18061017486247,online,UK,morning,0
8147,304.420127780194,online,UK,night,0
8148,921.1484168132819,in-person,IN,morning,0
8149,321.6145028811209,in-person,US,evening,0
8150,253.0005810213152,online,UK,evening,0
8151,534.686189521316,online,CA,evening,0
8152,823.9779481706173,in-person,UK,afternoon,0
8153,104.04361411748269,in-person,IN,evening,0
8154,943.0776889360905,online,CA,afternoon,0
8155,795.2778082999829,online,IN,morning,0
8156,182.0690052960004,in-person,US,night,0
8157,712.2959532369645,online,US,night,0
8158,385.5737639149196,in-person,IN,afternoon,0
8159,402.8923833982424,in-person,UK,afternoon,0
8160,783.5068023464275,in-person,CA,afternoon,0
8161,962.8220231727514,in-person,UK,morning,0
8162,127.52921697434674,online,IN,morning,0
8163,421.2096066419406,in-person,IN,evening,0
8164,481.4606664762192,in-person,UK,evening,0
8165,376.93550513804263,online,CA,night,0
8166,363.8259345925088,online,CA,evening,0
8167,53.21639889403494,in-person,CA,morning,0
8168,685.8530819420606,in-person,CA,morning,0
8169,436.77820270292534,in-person,CA,morning,0
8170,195.59900884128282,in-person,US,morning,0
8171,816.2174687997664,in-person,US,night,0
8172,802.7581874034763,in-person,IN,night,0
8173,486.90523646080493,online,US,morning,0
8174,299.1522104866128,online,CA,afternoon,0
8175,638.454633070656,in-person,CA,evening,0
8176,288.8639836416257,online,CA,night,0
8177,236.7719223933883,online,IN,afternoon,0
8178,730.7841393723003,in-person,IN,evening,0
8179,41.28491448122975,online,UK,afternoon,0
8180,95.67370256355936,online,US,morning,0
8181,7.781385849566187,in-person,US,evening,0
8182,153.79024328895073,in-person,UK,afternoon,0
8183,69.921018701749,in-person,UK,night,0
8184,995.8065654121386,online,US,night,0
8185,289.5211599841355,in-person,CA,night,0
8186,150.11874465657803,online,US,evening,1
8187,241.75526173792204,in-person,CA,morning,0
8188,936.1894459685946,in-person,IN,morning,0
8189,520.6400628013713,in-person,US,evening,0
8190,365.45327821154905,in-person,US,evening,0
8191,873.5180664513101,online,IN,morning,0
8192,395.5952802784834,online,IN,night,0
8193,335.6735613877381,in-person,IN,morning,0
8194,208.07524002718583,online,IN,morning,0
8195,378.4190270855021,in-person,IN,afternoon,0
8196,317.3676716609091,in-person,UK,night,1
8197,677.6266553388429,online,UK,evening,0
8198,290.2931219660564,online,IN,morning,0
8199,577.6225466761389,in-person,IN,night,0
8200,66.82627286694073,in-person,IN,evening,1
8201,192.09786753981786,in-person,IN,afternoon,0
8202,407.9978663397374,online,CA,afternoon,0
8203,937.0123046547867,in-person,CA,night,0
8204,377.8747337299797,in-person,IN,morning,0
8205,664.4100470786343,in-person,IN,evening,0
8206,255.83213519897674,in-person,US,night,0
8207,127.90654239725849,in-person,IN,afternoon,0
8208,59.478063479970075,in-person,IN,evening,0
8209,306.1080850442086,online,UK,evening,0
8210,158.50336577011106,in-person,CA,morning,1
8211,174.83643756810807,in-person,IN,afternoon,0
8212,760.9985490785631,online,CA,afternoon,0
8213,16.82223287392934,online,CA,afternoon,0
8214,558.2523156096989,in-person,US,evening,0
8215,380.08191921287136,online,CA,afternoon,0
8216,507.04344990863865,in-person,CA,night,0
8217,563.2674069773883,online,IN,afternoon,0
8218,314.0543267628209,online,UK,evening,0
8219,295.813751324101,in-person,IN,afternoon,0
8220,733.6684474855708,online,IN,afternoon,0
8221,871.405711133036,in-person,UK,evening,0
8222,193.38905082606937,online,UK,afternoon,0
8223,98.52114177461381,in-person,US,morning,0
8224,897.8980105856339,online,UK,evening,0
8225,350.54556818375124,in-person,IN,afternoon,0
8226,551.7660732721513,in-person,UK,morning,0
8227,360.1836013754835,in-person,UK,night,0
8228,126.67653400970526,in-person,UK,evening,0
8229,589.7423133027803,online,CA,afternoon,0
8230,525.61571091786,in-person,US,evening,0
8231,203.790565632006,online,CA,morning,0
8232,452.41717560762555,online,CA,evening,0
8233,797.1505565116302,in-person,US,night,0
8234,590.8356770047834,in-person,CA,afternoon,0
8235,97.82040973992785,online,UK,night,0
8236,548.473475731906,online,US,morning,0
8237,703.0355609902973,online,CA,evening,0
8238,792.9107023749706,in-person,IN,afternoon,0
8239,629.4884610556325,in-person,CA,afternoon,0
8240,153.50550637624295,online,IN,morning,0
8241,710.4630933235705,online,UK,morning,0
8242,677.6645042354348,online,IN,evening,0
8243,25.40245605769259,in-person,CA,afternoon,0
8244,412.3359199226529,online,CA,morning,0
8245,333.61729671541093,online,CA,afternoon,0
8246,669.7426521893898,online,US,evening,0
8247,216.9196764986098,online,US,night,1
8248,591.2810510512843,in-person,CA,morning,0
8249,913.2927558523581,online,CA,evening,0
8250,798.0045698363991,in-person,UK,night,0
8251,921.5362784803139,in-person,US,evening,0
8252,978.5274609657573,online,US,morning,0
8253,11.659456879156604,in-person,US,evening,0
8254,623.1185351011001,online,IN,afternoon,0
8255,413.42655836114756,online,CA,morning,0
8256,859.9946358447866,online,UK,afternoon,0
8257,252.56288730712257,online,UK,evening,1
8258,981.0484596259611,online,CA,morning,0
8259,614.0942615742035,in-person,CA,afternoon,0
8260,793.7438648266021,in-person,UK,afternoon,0
8261,86.51395326994555,online,IN,afternoon,0
8262,184.27442687410618,in-person,UK,night,0
8263,758.645269361169,online,IN,afternoon,0
8264,22.964535517284286,in-person,IN,afternoon,0
8265,817.061107907889,in-person,US,evening,0
8266,14.935069673219541,online,CA,evening,0
8267,657.4617202222121,in-person,US,evening,0
8268,365.72882631157404,in-person,IN,evening,0
8269,611.88335786648,in-person,UK,night,0
8270,696.3353755821246,online,US,evening,0
8271,343.1327439671179,in-person,UK,evening,0
8272,108.85448566272471,in-person,IN,evening,0
8273,70.57622188051738,in-person,UK,afternoon,0
8274,589.3470865399853,in-person,US,night,0
8275,521.1346983803775,in-person,IN,evening,0
8276,742.4588081120114,in-person,CA,afternoon,0
8277,510.2257744939332,in-person,US,morning,0
8278,423.02334424084825,in-person,US,night,0
8279,398.68909105799463,in-person,CA,evening,0
8280,27.420455695069798,online,IN,afternoon,0
8281,336.2216444949605,in-person,CA,morning,0
8282,976.0441373669697,in-person,US,morning,1
8283,873.6820206508617,in-person,IN,afternoon,0
8284,330.04868896718347,in-person,UK,afternoon,0
8285,588.2076096613058,in-person,US,night,0
8286,847.4494487899584,online,UK,afternoon,0
8287,441.8330624133186,online,CA,evening,0
8288,18.93990588640081,online,IN,morning,0
8289,75.43595135682143,online,CA,evening,0
8290,510.8823286273579,in-person,UK,evening,0
8291,969.4699363002024,in-person,US,evening,0
8292,693.5163326766489,in-person,IN,morning,0
8293,71.84527524713096,online,CA,morning,0
8294,190.17151491607092,online,UK,morning,0
8295,771.5518200736332,online,UK,afternoon,0
8296,841.5983201962886,online,US,evening,0
8297,618.0768916024023,in-person,UK,night,0
8298,644.7787464601868,in-person,IN,afternoon,0
8299,29.30911293300126,online,UK,afternoon,1
8300,828.701729321927,in-person,US,night,0
8301,788.4869329626588,online,CA,evening,0
8302,259.7761089592438,online,IN,night,0
8303,708.9680432455415,online,CA,morning,0
8304,215.6397518185731,online,CA,evening,0
8305,41.28983089046148,in-person,UK,afternoon,0
8306,201.9354060477869,in-person,UK,morning,0
8307,179.4502478775452,online,US,morning,0
8308,338.4102487381124,online,UK,afternoon,0
8309,419.0310476782826,in-person,UK,night,0
8310,509.0303526062102,in-person,CA,morning,0
8311,477.27712163281984,online,IN,morning,1
8312,271.4039313593241,online,UK,evening,0
8313,30.14149790550039,online,IN,evening,0
8314,605.4965206149135,online,UK,afternoon,0
8315,396.34908501750704,online,UK,afternoon,0
8316,299.37348523016215,in-person,US,afternoon,0
8317,867.0741017876818,in-person,UK,night,0
8318,746.9965644903616,online,US,morning,0
8319,857.9077828240698,online,CA,afternoon,0
8320,495.4878119177485,online,IN,evening,1
8321,131.8003208746507,online,UK,morning,0
8322,696.5252146851511,in-person,US,afternoon,0
8323,206.86770615723808,in-person,CA,morning,0
8324,441.78843942262506,online,UK,morning,0
8325,65.9357881599396,in-person,US,morning,0
8326,825.4830940205594,online,US,afternoon,1
8327,126.81470040645308,online,CA,morning,0
8328,903.1944095422604,in-person,UK,morning,0
8329,864.3663716592955,online,UK,morning,0
8330,465.1181816748068,in-person,IN,evening,0
8331,744.6238360996866,online,UK,afternoon,0
8332,619.8256287443352,online,US,night,0
8333,803.2725666954071,online,IN,evening,0
8334,432.37329568512615,online,IN,morning,0
8335,786.0226757601057,in-person,UK,morning,0
8336,462.99436024808284,online,IN,night,0
8337,941.0248220549511,in-person,US,night,0
8338,486.88572872432246,in-person,US,evening,0
8339,463.1566526617958,online,CA,morning,0
8340,785.2867897019493,in-person,US,night,0
8341,821.7561140690771,online,CA,evening,0
8342,554.9346252068495,in-person,IN,night,0
8343,180.61801568158032,in-person,CA,morning,0
8344,468.29047272662194,online,UK,morning,0
8345,968.1044304067688,online,CA,morning,0
8346,753.2332068461459,in-person,UK,morning,0
8347,811.351441275253,online,IN,afternoon,0
8348,33.79267332042089,online,CA,afternoon,0
8349,468.39160317152573,in-person,US,afternoon,0
8350,646.9745125238978,in-person,UK,evening,0
8351,830.2026509444466,online,IN,evening,0
8352,50.2243799291887,in-person,US,night,0
8353,852.5864467562312,online,UK,night,0
8354,548.8525358051697,online,IN,evening,0
8355,198.11665660548385,in-person,IN,night,0
8356,317.9379612332503,online,US,evening,0
8357,282.6476221998092,in-person,IN,afternoon,0
8358,531.3281752541874,online,CA,evening,0
8359,52.63399423122069,online,IN,evening,0
8360,159.3776223414236,online,UK,night,0
8361,812.8803503324066,in-person,UK,night,0
8362,133.47138675606425,in-person,UK,evening,1
8363,234.16287318866884,online,CA,morning,0
8364,453.91723499855317,in-person,US,night,0
8365,517.6037672252171,in-person,CA,evening,0
8366,763.8468691345445,online,CA,night,0
8367,447.8850942395216,in-person,CA,morning,0
8368,790.0747564145032,in-person,IN,night,0
8369,618.727960738412,in-person,US,evening,0
8370,113.98663968439863,online,IN,evening,0
8371,157.17510695444574,online,CA,morning,0
8372,437.59669172432103,in-person,UK,evening,0
8373,397.4925036959506,online,CA,morning,0
8374,743.8007253676573,in-person,US,evening,0
8375,581.1564026575545,online,UK,evening,0
8376,388.74494792124705,in-person,US,night,1
8377,171.58952316693524,online,CA,night,0
8378,227.61026522316965,in-person,US,morning,0
8379,575.92551745059,online,IN,night,0
8380,424.01536609489267,in-person,UK,afternoon,0
8381,515.4125813518114,online,US,morning,0
8382,171.50675786693145,online,UK,afternoon,0
8383,663.2433460922213,online,UK,morning,0
8384,852.6862021151111,in-person,CA,afternoon,0
8385,258.6815672801137,in-person,CA,night,0
8386,492.02271160599474,in-person,UK,night,0
8387,975.5518016918809,online,US,evening,0
8388,333.9084988101769,in-person,UK,afternoon,0
8389,595.4512985788374,online,CA,evening,0
8390,91.10550450004412,online,US,morning,0
8391,606.4089874769637,online,UK,afternoon,0
8392,90.54214153131329,in-person,CA,evening,0
8393,959.2761998884982,online,UK,morning,0
8394,715.9469894202391,in-person,UK,afternoon,0
8395,788.3716283475707,in-person,UK,evening,0
8396,704.4002564108653,online,US,afternoon,0
8397,590.1393070403893,in-person,CA,afternoon,0
8398,450.4628683044199,online,CA,evening,0
8399,858.5150063813014,online,IN,night,0
8400,956.87883187552,in-person,UK,night,0
8401,499.5371367311772,online,UK,evening,0
8402,931.6035141061067,online,IN,morning,0
8403,583.749577078529,online,UK,evening,0
8404,538.8458027095368,in-person,US,evening,0
8405,455.0282502224013,in-person,IN,afternoon,0
8406,210.07847376858973,in-person,CA,night,0
8407,4.71594115724113,online,UK,night,0
8408,242.26472062920521,online,CA,night,1
8409,510.2134484319616,in-person,UK,night,0
8410,380.5799923074928,in-person,IN,evening,0
8411,449.03674277463114,in-person,CA,afternoon,0
8412,980.6675713444855,in-person,UK,night,0
8413,350.9220982986583,in-person,US,night,0
8414,452.7307564207478,online,IN,afternoon,0
8415,134.38203580146674,in-person,UK,evening,0
8416,48.90977470455066,online,UK,evening,0
8417,775.6341050779022,online,UK,evening,0
8418,571.1124918969067,online,IN,night,1
8419,760.9441012378511,online,UK,night,0
8420,150.71293608766507,in-person,UK,night,0
8421,572.2569424115082,online,CA,evening,0
8422,254.38883186703416,in-person,CA,night,0
8423,228.8337550831199,online,IN,morning,0
8424,12.51448803893227,in-person,IN,afternoon,0
8425,131.2103828455028,in-person,US,morning,0
8426,309.95884338819565,online,UK,morning,0
8427,117.7618818303481,in-person,CA,night,0
8428,985.8725819705265,online,CA,afternoon,0
8429,309.3240158754267,in-person,UK,morning,0
8430,131.19362275562582,online,UK,evening,0
8431,199.88323051512978,online,IN,evening,0
8432,588.115525113135,in-person,US,evening,0
8433,64.97948034092371,in-person,US,evening,1
8434,862.5716960110158,online,IN,afternoon,0
8435,961.5381795579101,online,IN,evening,0
8436,247.5006732467135,in-person,CA,afternoon,0
8437,450.6451733222685,online,IN,afternoon,0
8438,23.112316578467574,online,US,afternoon,1
8439,641.0695145024943,online,CA,afternoon,0
8440,414.5121319945363,in-person,US,night,0
8441,270.7884076354542,online,UK,morning,0
8442,207.63027350599188,online,US,night,0
8443,654.3690545811016,in-person,CA,morning,0
